Algorithm,Instance,Initial_Score,Score,Number_of_Evaluations,Number_of_Performed_Moves,Number_of_Best_Solution_Updates,Solution,Optimal_Score,Optimal_Solution
simulatedAnnealing,wil100,299798,275206,1011016,50842,0,32 62 14 73 8 61 70 59 56 49 31 3 0 23 9 76 38 83 45 87 34 66 72 33 44 36 12 75 13 77 6 74 30 2 21 18 26 57 85 42 71 82 22 53 78 46 89 51 10 99 47 79 43 4 60 92 25 80 55 65 93 16 37 90 58 68 97 95 27 94 91 50 11 52 41 40 5 64 7 39 88 15 96 69 1 19 98 24 35 81 54 20 29 84 67 17 28 48 86 63 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299098,275236,854709,46454,0,14 62 32 8 23 73 61 59 84 91 31 34 6 76 72 74 80 3 20 41 87 16 38 18 9 43 68 66 65 81 39 10 57 44 36 22 4 58 90 96 88 85 30 92 2 37 52 33 69 35 56 82 26 13 60 46 53 40 11 93 0 51 70 89 12 25 45 15 50 5 83 75 7 78 21 79 95 1 17 19 86 48 28 55 97 71 67 98 54 24 99 63 27 64 42 77 94 47 29 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299010,275240,1002604,35171,0,0 83 28 6 71 24 67 49 47 32 33 65 96 98 77 18 17 48 88 54 73 57 41 85 74 68 39 94 35 76 45 42 36 53 12 25 55 19 52 5 9 97 92 44 43 60 79 29 64 86 8 13 58 2 46 37 89 11 22 87 21 72 38 26 15 78 51 99 40 82 61 80 70 27 66 4 75 95 1 31 62 23 30 90 3 10 7 50 69 63 14 56 84 34 59 16 20 81 93 91 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301356,275248,1032465,40318,0,49 8 87 63 62 14 27 9 31 32 99 34 38 10 55 30 22 82 16 91 57 76 44 75 51 68 58 52 48 86 42 71 74 89 78 72 97 67 23 54 65 85 39 12 36 60 79 41 43 28 73 83 35 4 53 80 25 64 18 20 33 0 2 26 21 92 37 96 17 88 13 45 94 95 46 50 69 98 84 5 77 3 90 66 81 1 40 15 29 19 56 59 47 70 24 7 11 61 6 93 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301840,275250,936623,45152,0,91 54 88 20 93 67 86 28 23 83 5 17 69 98 65 7 64 80 61 9 35 1 52 15 58 41 97 18 70 45 19 84 11 90 92 53 55 13 21 8 96 2 37 95 79 40 85 73 56 0 33 81 4 46 43 68 12 36 42 72 24 66 30 60 57 74 44 26 38 3 50 48 22 51 10 89 25 27 76 62 32 29 71 16 34 78 75 82 63 31 49 47 59 6 39 94 99 77 87 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300048,275268,861125,45011,0,93 83 7 34 65 10 57 20 39 59 23 13 95 72 85 80 90 73 81 56 62 92 3 43 26 46 66 18 6 61 30 36 15 33 44 53 58 41 84 70 28 77 40 37 12 51 4 21 38 24 19 45 79 1 68 78 2 75 74 11 5 17 50 25 89 60 69 96 98 35 91 54 52 82 97 71 22 67 16 42 32 9 48 31 55 64 88 76 94 87 14 86 63 29 27 99 0 8 47 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300004,275274,1207563,46737,0,32 49 71 29 24 67 28 77 33 83 47 20 50 19 48 51 15 79 5 73 54 59 1 17 98 53 12 94 45 0 76 3 66 95 75 78 40 55 97 56 64 11 18 60 70 26 7 21 9 61 88 39 2 89 46 44 41 36 85 6 35 74 52 37 68 96 25 57 72 13 31 22 4 90 82 38 92 42 65 8 63 87 69 81 10 30 43 99 80 62 91 34 23 84 16 58 27 86 93 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298196,275276,1074514,50446,0,32 49 3 62 75 30 99 91 14 63 8 73 83 72 78 80 10 31 34 20 59 57 74 38 12 4 65 43 16 23 66 13 71 44 89 46 68 22 87 81 76 33 18 53 25 60 52 82 58 84 61 42 36 26 2 51 35 50 9 69 70 45 85 21 95 92 37 90 1 93 56 77 94 55 97 5 79 40 7 28 47 6 24 98 64 19 48 11 27 54 0 96 67 41 17 39 88 15 29 86 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,301970,275276,897317,45934,0,61 31 76 87 82 34 23 91 54 32 9 18 67 6 74 43 58 16 20 86 73 72 41 57 68 39 71 11 28 88 8 85 38 36 12 60 22 37 52 96 80 64 25 26 10 4 51 69 98 35 70 97 75 89 78 46 2 40 1 5 0 27 55 44 53 92 90 79 15 48 45 83 99 21 62 30 95 50 19 17 56 13 42 77 3 66 81 7 63 93 14 49 94 33 59 65 84 24 29 47 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,297592,275292,1013570,52658,0,47 49 63 87 3 76 66 32 62 31 77 59 42 33 82 38 74 34 99 14 6 71 13 2 26 57 44 30 73 0 28 83 36 70 89 45 12 75 72 8 24 94 68 80 25 53 85 78 55 27 65 64 46 18 4 92 60 10 43 9 39 17 35 96 22 52 97 51 48 67 88 98 11 37 40 58 95 50 79 15 19 7 81 1 41 90 5 21 16 29 54 69 91 84 61 23 93 56 20 86 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299256,275342,1275110,53137,0,65 28 77 19 35 24 47 54 49 32 33 84 42 97 98 17 71 52 29 63 83 20 95 79 5 94 67 55 48 86 45 73 21 12 1 53 78 50 99 8 13 3 30 9 66 15 60 64 76 0 80 72 36 43 25 44 89 18 75 27 23 70 26 46 4 68 74 51 38 31 59 34 57 92 37 96 2 22 82 62 61 90 81 58 69 40 39 11 16 87 56 93 7 10 85 41 6 91 88 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,302540,275352,841774,39675,0,32 5 93 84 81 66 19 91 47 49 14 87 50 22 69 1 11 35 59 56 29 94 97 95 89 64 70 54 42 24 63 27 48 9 46 78 55 98 76 8 86 16 52 51 10 60 75 17 71 67 99 82 40 12 53 68 44 25 13 45 0 15 79 58 37 92 21 36 33 77 62 43 30 80 4 26 2 74 96 61 31 38 72 23 18 7 85 41 3 73 88 34 28 20 90 57 39 65 6 83 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298670,275358,905125,48144,0,32 29 5 48 79 27 86 15 28 20 47 19 40 17 52 1 95 97 67 93 63 55 78 64 66 51 12 71 98 54 91 22 50 4 30 43 92 53 69 23 35 11 7 25 37 60 85 2 90 58 77 24 3 89 36 46 26 21 70 9 87 42 76 68 82 74 44 45 41 61 99 8 81 39 75 16 10 72 80 34 49 59 94 18 6 38 57 73 83 84 14 56 31 96 33 62 13 0 88 65 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300724,275394,1165253,43874,0,56 47 59 73 61 76 8 49 14 32 0 29 3 33 99 66 42 62 87 63 20 94 50 79 75 74 38 82 84 31 67 15 40 21 18 44 78 72 16 34 96 41 11 53 25 4 89 71 43 22 39 6 37 46 36 68 60 81 58 91 5 19 90 95 92 57 12 52 97 93 17 48 35 2 85 51 55 10 9 23 88 98 1 70 26 30 27 69 86 54 83 24 7 77 45 64 13 80 65 28 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,303028,275408,926267,48998,0,32 54 28 71 66 23 30 34 20 49 47 24 33 77 64 70 80 13 65 83 17 35 98 1 52 18 97 45 84 59 5 19 15 69 46 43 95 90 81 93 91 50 11 37 53 60 51 92 58 7 96 48 3 89 4 26 12 57 10 56 6 22 36 40 2 78 44 73 39 85 88 79 82 25 68 74 72 75 41 61 31 62 63 87 76 55 42 38 21 16 14 29 0 94 67 9 27 99 86 8 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299710,275424,776075,44865,0,0 8 83 73 41 67 9 76 88 86 61 96 45 13 36 85 64 18 6 31 33 98 21 92 25 44 72 74 62 23 66 17 42 53 2 12 57 38 80 20 3 84 69 79 4 97 60 58 65 54 15 90 5 95 37 26 30 52 43 93 70 35 1 40 46 27 68 10 28 34 59 19 50 11 89 55 75 39 82 91 56 24 94 7 22 78 51 48 16 14 47 29 77 99 81 71 49 87 63 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299300,275440,750463,47144,0,32 84 59 23 34 73 62 56 49 14 20 50 66 90 30 72 3 83 8 0 47 33 15 95 70 21 44 75 63 99 48 1 79 53 80 92 45 38 13 27 5 98 52 97 51 12 26 10 55 9 88 35 22 2 4 74 89 57 76 31 29 69 71 81 46 78 60 16 42 87 24 96 11 37 68 43 82 39 18 94 19 17 67 40 58 25 36 85 64 86 28 54 91 93 41 61 65 6 7 77 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,297794,275448,751150,46447,0,91 54 65 64 31 13 6 63 77 49 88 35 84 22 57 66 71 87 42 47 69 19 90 10 39 46 98 81 94 59 7 1 37 58 4 68 16 11 24 33 17 52 92 43 60 25 18 82 96 29 86 50 48 27 89 74 78 38 75 99 93 79 95 51 26 44 15 40 3 56 5 20 2 85 55 12 53 21 76 67 83 28 30 97 72 36 41 70 45 0 32 23 34 80 9 62 73 61 8 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300808,275462,1119493,49326,0,87 56 61 63 7 34 59 81 84 49 99 42 80 77 28 23 69 65 54 91 76 94 38 82 70 16 22 11 35 24 31 13 83 36 57 46 58 39 18 6 86 27 25 75 43 10 90 68 98 64 8 45 85 44 92 89 4 74 19 41 9 55 12 26 53 60 37 52 96 67 73 97 72 21 78 95 2 71 17 29 0 5 79 40 15 51 50 1 48 88 14 62 33 3 30 93 66 20 47 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299666,275520,894233,47275,0,32 31 29 8 62 9 87 63 86 14 49 76 67 16 52 55 82 34 54 91 0 48 50 71 51 75 15 22 27 99 47 3 79 78 60 12 40 43 97 30 20 66 74 72 1 68 44 38 58 84 18 17 4 53 2 89 25 95 23 80 73 33 96 21 37 26 36 92 28 42 88 83 35 57 85 46 98 10 69 13 6 24 94 5 11 64 70 90 45 77 56 59 39 19 7 61 41 81 93 65 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298088,275520,1041305,44615,0,14 62 20 30 28 23 63 34 31 32 83 50 72 80 84 3 43 65 54 91 86 5 95 97 52 1 66 69 81 93 29 79 40 17 58 37 4 90 22 19 8 15 12 25 92 60 7 16 11 59 9 73 53 44 36 68 89 46 71 13 27 48 41 98 96 2 78 10 88 35 67 55 21 26 74 85 51 57 6 47 0 45 75 70 38 76 82 39 87 56 99 94 61 33 42 18 64 24 77 49 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299076,275528,880174,45878,0,32 91 34 59 81 16 23 93 63 14 49 35 22 69 11 70 90 84 87 56 47 54 50 1 19 58 95 7 27 86 66 52 30 46 82 3 15 40 77 13 5 48 4 37 89 43 79 92 42 99 33 71 10 78 98 44 53 97 55 65 17 51 2 60 75 36 25 21 85 45 31 64 74 68 26 9 12 38 94 62 88 76 57 6 39 18 73 72 80 0 20 67 96 24 29 41 61 28 8 83 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298408,275534,985222,45767,0,32 31 66 3 47 76 87 77 49 0 91 88 33 96 24 59 70 6 94 56 63 81 18 35 46 13 38 36 57 42 34 65 82 11 22 74 89 71 39 99 62 10 4 90 2 44 68 25 73 45 30 80 43 60 51 26 12 72 75 85 23 16 58 37 95 53 92 78 21 83 7 69 52 50 15 40 79 55 41 61 93 54 5 1 98 19 64 97 9 8 86 20 84 17 48 29 28 27 67 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299958,275536,741331,34706,0,91 54 86 67 87 88 31 20 34 32 63 35 52 58 96 74 82 76 18 23 29 84 98 68 71 16 22 38 48 28 24 50 11 1 37 15 43 51 33 62 47 69 17 40 2 66 46 3 26 70 5 90 4 25 60 53 44 12 30 80 64 81 95 41 89 78 36 75 72 61 19 27 55 97 21 79 9 8 73 14 93 94 42 45 92 85 10 57 99 0 49 7 65 77 39 6 13 59 83 56 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298746,275538,720151,42691,0,91 54 19 17 64 66 93 5 47 32 6 35 69 2 4 90 1 20 88 31 24 11 81 37 18 7 78 50 29 63 96 98 84 52 46 60 40 15 16 48 28 71 22 23 89 53 95 43 79 86 67 68 82 25 70 26 97 51 55 27 41 58 74 36 92 44 12 21 9 30 39 87 94 76 38 10 3 34 72 62 77 65 42 33 80 57 75 73 99 14 49 61 59 45 13 85 56 83 8 0 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299130,275540,674545,41744,0,49 29 8 63 42 94 87 27 99 14 84 59 81 97 77 45 38 65 13 56 47 35 98 95 55 70 80 90 75 0 33 67 71 89 78 53 41 21 72 73 66 96 22 40 4 25 2 44 57 6 24 19 11 37 46 68 74 92 85 39 64 17 1 3 12 36 26 30 10 83 18 48 52 15 79 60 58 43 16 88 61 76 69 50 5 82 51 7 86 62 32 20 54 91 28 9 23 93 34 31 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,297326,275548,905324,43944,0,20 83 65 80 28 72 30 23 34 32 73 6 18 57 38 90 43 84 62 31 33 85 13 26 44 10 66 74 71 54 76 3 9 53 12 36 4 2 82 88 61 70 64 78 46 60 68 58 16 93 67 41 21 97 51 89 25 37 96 22 8 45 42 98 27 95 92 52 69 86 47 24 7 55 75 79 48 1 81 63 59 56 77 40 15 19 17 35 11 91 49 0 94 99 29 39 5 50 87 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,298848,275550,904551,53182,0,32 49 76 24 3 70 61 59 56 91 31 6 18 66 77 64 13 11 7 87 96 65 74 36 38 89 45 82 81 42 57 73 39 41 4 68 25 75 35 94 33 71 85 44 60 46 78 10 22 99 62 30 48 51 12 26 92 55 40 63 34 72 2 53 37 52 21 95 90 50 28 83 23 43 79 97 5 19 69 93 88 80 54 17 58 98 1 16 84 86 0 20 67 47 9 15 8 29 27 14 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,300054,275554,1389477,49475,0,14 29 8 71 0 33 62 47 59 49 63 99 84 1 15 50 44 3 66 34 87 94 79 78 53 21 95 90 2 73 27 42 55 97 89 75 72 38 70 56 13 77 40 46 45 12 30 26 74 76 9 82 22 43 25 92 36 51 85 57 31 16 11 68 37 60 41 4 6 61 91 81 58 52 98 48 96 10 80 18 54 7 65 67 19 17 24 35 39 20 86 93 69 28 64 5 83 88 23 32 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299790,275608,983807,53525,0,56 59 73 94 29 84 9 8 49 14 77 45 33 79 21 42 97 47 99 0 13 62 66 50 30 2 55 78 27 32 19 15 92 1 95 53 44 71 75 63 85 3 36 17 43 60 12 51 48 86 7 25 37 4 46 52 89 22 10 64 91 40 96 5 26 74 67 35 82 76 93 81 11 69 39 58 68 98 16 87 6 90 24 83 72 18 57 70 38 31 65 61 41 20 80 23 28 54 34 88 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
simulatedAnnealing,wil100,299462,275612,624102,45617,0,32 34 59 49 66 33 54 84 47 20 31 91 63 3 30 50 35 1 76 29 23 90 81 71 22 95 52 19 48 24 93 16 43 11 4 37 69 17 5 15 88 6 39 18 46 60 2 68 98 64 62 7 10 82 89 96 74 26 51 80 83 57 65 44 78 53 58 38 70 28 86 85 13 72 36 92 25 12 97 41 0 73 94 75 40 79 45 55 27 67 14 56 99 87 77 21 42 9 8 61 	,273038,"15 28 100 64 95 88 32 87 30 50 9 10 43 56 78 77 65 68 55 48 1 29 98 79 90 83 23 72 49 33 46 71 39 76 26 69 52 99 53 25 14 37 13 45 80 41 61 16 18 6 81 31 27 54 4 47 44 2 34 36 63 73 3 96 5 75 19 67 97 51 74 22 58 93 42 7 38 12 89 20 84 24 86 11 8 40 59 17 70 92 57 62 35 91 66 60 82 21 85 94 
"
