Algorithm,Instance,Initial_Score,Score,Number_of_Evaluations,Number_of_Performed_Moves,Number_of_Best_Solution_Updates,Solution,Optimal_Score,Optimal_Solution
simulatedAnnealing,lipa80a,258619,255238,112678,25696,0,52 68 64 18 29 59 78 74 69 23 21 14 12 32 15 13 79 73 44 72 43 31 39 40 17 7 26 24 71 70 30 75 55 67 36 34 45 62 65 63 49 51 9 28 0 60 77 50 33 54 57 46 20 5 6 35 22 3 2 38 1 76 10 16 11 58 41 47 66 19 56 48 42 8 53 37 27 25 61 4 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258478,255239,117000,29006,0,59 40 48 37 53 62 54 9 44 78 6 55 5 46 15 52 57 69 13 77 34 25 16 4 32 0 7 24 76 56 38 18 60 63 11 45 10 26 67 47 39 28 66 72 42 70 8 61 23 35 50 75 73 21 68 51 41 1 79 2 64 65 36 71 12 58 49 29 17 3 14 30 33 27 22 74 19 31 20 43 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258735,255243,162477,27001,0,23 38 19 69 24 59 34 8 55 68 56 65 28 14 18 46 47 33 73 71 2 16 13 32 27 26 45 74 37 42 20 39 70 35 43 50 9 7 63 22 79 48 51 52 67 44 75 76 49 58 11 66 31 25 6 30 77 3 15 54 72 62 10 61 60 29 5 53 78 40 12 4 1 0 41 17 36 21 64 57 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258683,255246,138328,28242,0,72 56 14 40 70 39 16 79 11 5 22 74 4 46 17 51 3 44 8 12 66 18 21 57 0 20 41 2 47 15 63 31 59 28 42 65 67 38 45 30 29 54 34 7 1 73 10 27 36 35 26 77 48 23 62 55 69 61 49 76 33 32 58 75 25 9 13 64 24 43 68 6 50 60 19 78 71 37 53 52 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258859,255247,158862,24402,0,74 5 8 0 48 24 67 61 56 40 43 73 45 69 78 64 41 59 18 38 54 26 55 60 65 33 36 66 53 13 47 28 4 22 62 39 72 35 58 25 77 42 2 23 79 76 50 15 14 70 12 29 6 37 17 32 71 9 44 3 27 11 31 46 57 10 7 52 19 20 34 68 21 30 1 75 16 63 49 51 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258594,255251,102241,27633,0,52 63 16 53 14 29 23 26 75 4 46 15 2 31 41 22 0 42 9 10 48 57 18 38 47 34 30 35 74 79 3 39 20 8 51 66 68 77 49 25 37 72 76 60 7 56 24 55 58 33 36 54 1 45 11 43 59 13 64 28 65 62 73 71 40 78 70 50 17 12 19 61 5 27 6 67 69 44 32 21 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258567,255254,107034,25516,0,75 56 73 76 9 49 72 64 10 41 18 25 55 2 6 36 7 26 21 43 59 48 27 5 11 50 14 28 46 79 65 39 38 37 47 32 15 63 13 17 24 70 1 30 71 57 51 60 42 8 29 19 77 74 16 68 33 3 69 61 34 45 53 23 0 12 20 44 67 78 31 54 22 35 40 58 62 52 4 66 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258610,255258,104521,26261,0,12 46 55 57 54 45 68 58 76 56 38 23 50 64 18 49 36 17 44 2 77 41 16 75 67 65 6 20 8 31 79 39 5 61 21 3 72 30 69 29 53 60 33 63 13 14 43 27 71 66 73 48 35 7 37 32 10 74 47 59 40 42 4 24 0 70 34 22 28 52 1 78 11 25 26 62 15 9 19 51 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258315,255259,106215,24506,0,45 15 29 17 70 23 21 25 67 22 79 28 62 24 27 56 77 3 33 38 68 12 6 52 5 76 50 37 39 49 44 73 1 47 55 26 36 8 13 30 61 43 14 40 57 11 63 48 51 32 71 31 59 46 7 75 4 64 41 74 34 35 69 54 16 2 10 53 58 18 72 19 60 78 65 20 0 42 9 66 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258617,255261,131139,27763,0,70 69 14 1 62 33 0 53 49 12 20 76 4 16 3 29 6 68 25 63 58 39 77 36 48 34 66 31 57 72 44 42 10 19 65 22 61 51 13 28 15 45 11 8 38 64 5 59 35 32 71 52 7 2 73 24 74 60 46 37 79 18 41 40 56 55 21 23 17 30 47 67 78 26 75 54 27 50 9 43 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258780,255266,131381,25926,0,32 59 6 66 69 49 31 77 42 78 34 7 73 33 55 0 51 28 71 57 54 50 12 46 5 53 52 2 41 68 35 21 19 23 29 60 62 56 13 8 17 75 36 30 16 74 48 14 44 43 40 65 79 61 9 47 63 15 22 37 64 3 39 76 25 18 20 58 26 4 45 70 72 67 24 11 10 27 38 1 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258463,255272,157904,26450,0,47 79 12 4 0 19 44 34 48 60 11 3 54 56 51 42 46 38 35 52 68 21 58 41 67 7 63 72 65 22 64 32 39 5 24 74 31 9 73 1 25 17 15 53 16 14 33 27 66 28 10 13 45 55 40 75 18 2 43 8 77 29 20 62 59 69 36 49 50 6 26 23 30 70 78 76 57 71 37 61 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258178,255275,100729,28416,0,56 54 46 28 44 67 7 16 41 2 31 35 0 59 22 27 18 26 25 60 66 14 63 48 8 78 37 53 69 43 55 57 34 12 73 20 42 5 72 23 30 1 21 9 17 65 19 79 64 40 49 29 58 52 62 50 61 4 6 10 71 45 39 36 32 24 68 15 51 74 3 33 70 38 76 47 11 75 77 13 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258414,255276,98796,26029,0,41 47 14 45 17 20 9 62 12 43 38 6 4 52 46 26 16 32 78 8 13 33 66 25 50 30 5 22 29 53 0 34 7 71 39 56 64 35 2 36 70 1 19 59 23 31 72 69 79 68 77 60 40 10 49 57 21 58 24 48 76 3 61 27 28 75 55 15 42 11 44 54 63 37 65 18 73 67 51 74 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258467,255276,148063,26132,0,41 60 49 68 8 44 76 2 12 30 23 50 27 58 42 19 21 66 51 59 11 0 26 25 29 15 57 18 36 71 53 3 1 10 35 33 47 78 13 75 40 20 62 39 72 69 56 48 34 24 9 45 52 5 22 65 14 63 46 31 4 32 28 73 7 43 38 74 6 64 77 61 70 55 37 16 17 67 79 54 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258200,255276,126554,22882,0,38 79 3 49 29 71 34 27 51 12 6 22 30 39 57 25 48 10 73 14 32 41 17 20 35 69 78 42 62 0 21 47 13 7 28 52 72 18 60 75 37 61 40 58 5 54 16 36 76 55 64 44 65 46 8 74 19 63 9 43 50 33 24 31 59 45 23 77 68 70 1 4 26 56 66 2 15 11 53 67 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258541,255277,144881,26878,0,3 45 77 38 72 67 70 0 62 34 64 16 17 4 58 69 6 30 2 56 44 75 24 42 26 8 71 11 60 25 23 1 59 27 47 35 41 48 33 31 65 52 43 36 51 74 18 79 66 63 19 12 7 22 68 40 55 28 15 53 9 29 37 49 10 39 14 5 76 73 46 57 21 78 20 54 50 32 13 61 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258514,255280,159582,29574,0,46 76 58 9 73 3 38 4 53 69 21 22 15 16 29 74 35 40 24 43 71 20 49 57 54 78 0 12 13 11 60 79 6 25 55 26 8 72 63 33 32 70 37 41 51 1 45 65 77 5 47 56 44 36 34 30 66 39 31 67 62 23 10 28 59 61 64 42 19 68 52 48 75 7 27 17 2 50 14 18 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258398,255280,102441,31019,0,0 26 41 30 19 6 10 8 24 18 61 16 34 55 69 23 15 5 74 14 13 71 75 37 59 57 44 22 21 35 67 39 52 65 17 27 47 46 29 43 63 54 53 58 64 28 25 78 62 72 2 51 33 38 48 32 77 31 50 1 79 11 76 68 60 45 66 20 12 36 4 40 42 9 73 3 7 70 56 49 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258535,255283,91900,26187,0,60 9 50 23 58 14 18 0 19 57 63 25 72 22 1 8 7 36 46 45 47 21 44 40 55 17 26 11 30 42 62 32 3 70 24 71 74 20 12 6 15 34 35 51 28 16 5 64 76 49 59 69 29 73 75 77 33 10 41 68 67 39 52 65 78 43 27 2 13 38 37 31 79 54 56 66 48 53 4 61 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258283,255285,108989,23446,0,50 40 43 52 4 13 66 54 78 1 14 21 57 32 44 33 3 24 55 62 69 19 12 0 27 47 28 39 60 67 5 2 71 74 46 26 16 77 49 68 48 11 25 59 45 76 42 37 38 58 31 34 9 35 63 72 8 22 70 18 75 15 41 73 10 23 53 36 51 64 29 6 56 20 79 7 65 61 30 17 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258980,255294,120828,24799,0,59 25 8 46 51 65 37 10 22 19 34 53 29 73 30 41 21 48 28 11 27 58 0 61 78 74 57 36 69 26 45 2 64 42 16 70 7 18 12 4 63 77 31 50 79 43 5 38 44 32 66 14 24 40 76 17 47 54 72 68 20 1 60 9 23 13 56 33 55 15 6 75 39 71 52 62 35 49 3 67 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258340,255295,147548,31587,0,76 17 28 65 72 55 40 77 47 7 0 32 30 70 52 43 75 18 79 42 1 20 31 33 14 46 36 45 29 37 23 39 63 67 78 16 25 24 61 4 74 2 22 15 51 9 41 34 3 66 53 8 19 57 38 10 69 26 48 50 27 60 68 62 71 5 6 13 59 54 64 12 73 49 58 11 56 21 35 44 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258487,255296,99172,25669,0,42 61 55 65 75 10 8 18 24 36 46 52 73 19 1 38 67 27 33 49 3 26 69 50 77 4 54 9 48 11 32 21 20 15 25 70 29 45 59 23 13 44 12 76 57 14 35 0 62 31 68 51 37 16 7 30 47 56 78 39 40 58 6 17 22 5 63 60 72 2 71 64 74 66 43 53 34 79 28 41 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258554,255298,131659,25774,0,12 53 75 20 28 0 18 41 55 34 38 7 46 62 77 49 72 79 39 3 59 32 15 73 30 43 67 74 9 60 48 10 65 78 56 63 17 58 69 70 14 40 16 37 71 36 27 45 35 26 1 47 66 42 19 52 44 25 51 11 61 31 5 23 4 33 24 8 29 50 76 57 21 54 22 2 68 13 6 64 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258276,255303,145439,25272,0,16 75 67 69 19 54 72 14 53 71 26 25 18 70 17 6 78 21 63 30 29 5 28 4 61 38 59 37 35 41 31 15 12 56 76 65 55 64 39 50 47 1 44 9 10 11 7 3 43 57 40 49 74 62 34 24 8 32 48 73 77 36 79 60 51 0 68 58 22 23 20 52 42 45 66 27 46 13 2 33 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258557,255310,101449,26021,0,77 46 39 64 22 61 44 24 75 4 56 45 42 54 35 14 62 55 47 37 9 51 3 16 15 59 60 38 71 57 19 52 23 72 2 34 41 27 63 65 5 1 76 6 7 20 11 53 43 28 0 26 8 21 17 18 58 79 36 69 74 78 10 12 13 68 67 29 31 70 48 66 33 49 30 32 40 25 73 50 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258849,255311,134328,24955,0,5 74 59 51 58 68 6 33 63 70 64 23 62 56 34 15 36 4 69 22 12 44 14 30 45 73 28 35 65 52 49 19 31 38 42 79 75 78 20 72 77 21 9 61 67 60 47 40 54 24 57 66 27 39 17 53 55 0 10 71 2 32 43 26 7 41 13 37 25 46 29 18 1 3 48 11 16 8 50 76 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258470,255312,135437,23823,0,12 25 42 73 54 49 39 59 24 7 70 35 37 23 34 78 51 72 36 18 9 4 6 44 8 69 33 10 5 0 79 17 50 20 65 11 26 3 74 64 48 1 45 47 46 71 55 21 38 32 56 58 22 53 41 77 30 43 76 14 52 15 61 60 16 68 63 40 19 57 29 27 13 67 75 66 28 2 62 31 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258825,255312,98445,24480,0,16 65 1 7 78 38 19 4 71 50 25 63 21 56 52 58 74 11 47 68 45 42 6 34 61 32 15 48 28 55 72 23 14 9 49 0 12 18 66 17 77 62 29 73 8 40 79 24 54 53 20 64 69 3 51 10 27 67 36 44 37 57 39 76 2 5 35 41 70 22 46 26 33 59 13 31 30 75 60 43 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258287,255317,95723,26414,0,60 30 52 13 59 25 67 43 45 38 6 32 28 79 68 63 14 41 20 78 75 65 24 53 55 33 3 70 9 29 49 2 31 26 58 0 42 36 56 71 5 34 50 8 73 1 10 35 18 17 16 76 7 27 4 19 46 15 22 23 39 40 54 11 61 72 51 69 62 64 66 37 77 21 44 57 12 48 74 47 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258408,255320,90340,23663,0,78 64 30 34 8 11 73 77 76 46 12 58 20 5 44 21 74 13 69 0 6 60 26 53 63 25 52 18 27 22 17 72 43 7 19 71 38 4 66 32 1 24 65 41 56 47 23 10 79 2 50 67 9 31 29 39 49 14 37 54 70 45 51 55 33 61 57 16 68 48 59 36 35 3 40 75 62 15 42 28 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258707,255320,91858,23383,0,53 68 26 58 10 61 8 50 55 54 33 72 43 67 42 13 22 71 39 78 46 65 51 56 75 34 49 3 17 28 20 2 69 47 4 0 11 27 14 21 12 66 62 57 59 32 79 31 40 73 1 37 38 6 45 35 24 36 15 7 16 9 77 25 18 52 41 60 30 23 64 44 76 19 63 74 29 48 70 5 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258442,255320,113025,23283,0,47 32 79 14 56 74 31 76 43 77 30 69 71 9 41 20 78 60 59 26 33 48 1 24 64 27 15 52 0 57 37 54 17 35 50 3 36 5 7 22 19 65 45 73 6 21 68 34 72 55 53 49 8 4 70 44 16 2 23 29 42 46 40 66 13 51 61 58 62 75 11 38 28 10 25 18 63 12 39 67 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258673,255322,95126,26224,0,33 26 0 8 24 47 38 48 28 77 53 71 65 14 75 31 25 69 6 73 43 62 49 59 37 78 11 29 15 79 61 20 44 4 72 74 18 17 52 16 7 23 54 51 32 60 67 30 68 5 45 21 76 40 46 27 56 50 63 70 2 64 1 9 55 12 42 34 22 35 13 58 39 66 57 36 19 10 3 41 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258644,255322,139337,27440,0,72 10 12 30 79 16 59 44 67 41 29 65 27 39 38 61 63 2 51 42 40 26 50 64 62 48 73 70 75 37 57 66 55 11 24 74 20 78 28 49 23 25 43 77 33 54 6 52 1 36 22 56 13 69 58 34 76 31 53 19 17 8 46 14 68 15 35 21 3 4 45 7 32 18 0 47 5 9 60 71 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258576,255322,150113,23517,0,72 6 61 42 14 32 74 2 18 27 22 21 4 75 60 51 55 20 15 26 7 69 39 25 37 73 49 16 71 48 3 70 50 53 63 68 31 34 12 46 62 66 8 41 77 59 43 38 78 36 47 24 13 17 57 9 44 67 11 76 23 28 1 33 29 45 64 10 0 5 56 19 30 52 79 65 58 54 40 35 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
simulatedAnnealing,lipa80a,258492,255323,117684,25575,0,1 67 31 3 73 46 72 64 28 57 2 52 71 6 5 25 22 77 24 35 42 66 51 15 37 43 49 19 41 33 78 0 59 65 79 17 27 76 32 60 29 38 53 61 63 8 10 58 21 20 12 13 34 36 62 14 16 56 30 68 18 75 69 47 9 48 54 26 70 39 50 40 23 74 44 45 11 55 4 7 	,253195,"23 72 79 13 66 45 8 71 59 78 40 37 39 46 6 69 57 74 17 67 1 2 29 50 22 80 14 70 41 10 62 27 7 63 56 47 12 20 51 30 54 34 77 44 75 18 28 36 76 49 21 61 5 25 32 3 43 19 64 35 53 48 11 33 26 52 73 68 9 16 58 24 15 65 55 60 31 42 38 4 
"
